judul,author,image,amazon_url
Revolutionary Road,Richard Yates,https://images-na.ssl-images-amazon.com/images/I/41dkIdEWtCL._SL160_.jpg,https://www.amazon.com/Revolutionary-Road-Richard-Yates/dp/0375708448?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375708448
Amongst Women,John McGahern,https://images-na.ssl-images-amazon.com/images/I/51w9ZjVm65L._SL160_.jpg,https://www.amazon.com/Amongst-Women-John-McGahern/dp/0140092552?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140092552
Bridget Jones's Diary,Helen Fielding,https://images-na.ssl-images-amazon.com/images/I/51M-OGgIffL._SL160_.jpg,https://www.amazon.com/Bridget-Joness-Diary-Helen-Fielding/dp/014028009X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=014028009X
V,Thomas Pynchon,https://images-na.ssl-images-amazon.com/images/I/41CQf%2B0UcQL._SL160_.jpg,https://www.amazon.com/V-Perennial-Classics-Thomas-Pynchon/dp/0060930217?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0060930217
The Siege of Krishnapur,J. G. Farrell,https://images-na.ssl-images-amazon.com/images/I/51n7SRZ7SYL._SL160_.jpg,https://www.amazon.com/Siege-Krishnapur-Empire-Trilogy/dp/159017092X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=159017092X
The New York Trilogy,Paul Auster,https://images-na.ssl-images-amazon.com/images/I/51w5LPWlLUL._SL160_.jpg,https://www.amazon.com/York-Trilogy-Penguin-Classics-Deluxe/dp/0143039830?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0143039830
Goodbye to Berlin,Christopher Isherwood,http://ecx.images-amazon.com/images/I/413NffNNxEL._SL160_.jpg,http://www.amazon.com/Goodbye-Berlin-Christopher-Isherwood/dp/0811220249%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0811220249
The Optimist's Daughter,Eudora Welty,https://images-na.ssl-images-amazon.com/images/I/51lXgTCMDRL._SL160_.jpg,https://www.amazon.com/Optimists-Daughter-Eudora-Welty/dp/067972883X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=067972883X
The Man with the Golden Arm,Nelson Algren,https://images-na.ssl-images-amazon.com/images/I/51ig3mp5SjL._SL160_.jpg,https://www.amazon.com/Man-Golden-Arm-Nelson-Algren/dp/1888363185?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1888363185
Them,Joyce Carol Oates,https://images-na.ssl-images-amazon.com/images/I/51HRgJp9c-L._SL160_.jpg,https://www.amazon.com/Modern-Library-Joyce-Carol-Oates/dp/0345484401?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0345484401
Murphy,Samuel Beckett,https://images-na.ssl-images-amazon.com/images/I/41R0I58hehL._SL160_.jpg,https://www.amazon.com/Murphy-Samuel-Beckett/dp/0802144454?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0802144454
"Tinker, Tailor, Soldier, Spy",John le Carré,https://images-na.ssl-images-amazon.com/images/I/51Ud06HEXxL._SL160_.jpg,https://www.amazon.com/Tinker-Tailor-Soldier-Spy-George/dp/0143119788?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0143119788
Blood and Guts in High School,Kathy Acker,http://ecx.images-amazon.com/images/I/41x%2Bp8-x2yL._SL160_.jpg,http://www.amazon.com/Blood-Guts-High-School-Novel/dp/080213193X%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D080213193X
Los Siete Locos,Roberto Arlt,http://ecx.images-amazon.com/images/I/41VtgcRYE%2BL._SL160_.jpg,http://www.amazon.com/siete-locos-Spanish-Roberto-Arlt/dp/9500306204%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D9500306204
Correction,Thomas Bernhard,https://images-na.ssl-images-amazon.com/images/I/41yNUOBXKdL._SL160_.jpg,https://www.amazon.com/Correction-Vintage-International-Thomas-Bernhard/dp/1400077605?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1400077605
The Feast of the Goat: A Novel,Mario Vargas Llosa,http://ecx.images-amazon.com/images/I/51jLbVPQW2L._SL160_.jpg,http://www.amazon.com/The-Feast-Goat-A-Novel/dp/0312420277%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0312420277
Lonesome Dove,Larry McMurtry,https://images-na.ssl-images-amazon.com/images/I/51648G4EeqL._SL160_.jpg,https://www.amazon.com/Lonesome-Dove-Novel-Larry-McMurtry/dp/1439195269?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1439195269
Cathedral,Raymond Carver,https://images-na.ssl-images-amazon.com/images/I/41jBlOi0K8L._SL160_.jpg,https://www.amazon.com/Cathedral-Raymond-Carver/dp/0679723692?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679723692
Froth on the daydream,Boris Vian,https://images-na.ssl-images-amazon.com/images/I/51fdIof5p7L._SL160_.jpg,https://www.amazon.com/Froth-Daydream-Quartet-Encounters-Boris/dp/0704300621?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0704300621
The Glass Bead Game,Hermann Hesse,https://images-na.ssl-images-amazon.com/images/I/41wKj2g9UiL._SL160_.jpg,https://www.amazon.com/Glass-Bead-Game-Hermann-Hesse/dp/0312278497?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0312278497
The Death of Artemio Cruz,Carlos Fuentes,http://ecx.images-amazon.com/images/I/51ECaR5AiTL._SL160_.jpg,http://www.amazon.com/muerte-Artemio-Cruz-Spanish-Edition/dp/9708120472%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D9708120472
Birds of America,Lorrie Moore,https://images-na.ssl-images-amazon.com/images/I/51j21ZQ%2BKHL._SL160_.jpg,https://www.amazon.com/Birds-America-Stories-Vintage-Contemporaries/dp/0307474968?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0307474968
An Artist of the Floating World ,Kazuo Ishiguro,https://images-na.ssl-images-amazon.com/images/I/410vS6f2srL._SL160_.jpg,https://www.amazon.com/Artist-Floating-World-Kazuo-Ishiguro/dp/0679722661?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0679722661
The Spy Who Came in From the Cold ,John le Carré,https://images-na.ssl-images-amazon.com/images/I/51qXyKAEAqL._SL160_.jpg,https://www.amazon.com/Spy-Who-Came-Cold-George/dp/0143124757?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0143124757
The Murder of Roger Ackroyd,Agatha Christie,https://images-na.ssl-images-amazon.com/images/I/51jXImzFE2L._SL160_.jpg,https://www.amazon.com/Murder-Roger-Ackroyd-Hercule-Mysteries/dp/0062073567?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0062073567
"If I Forget Thee, Jerusalem",William Faulkner,http://ecx.images-amazon.com/images/I/511iu%2B5rl8L._SL160_.jpg,http://www.amazon.com/The-Wild-Palms-William-Faulkner/dp/0679741933%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0679741933
The Recognitions ,William Gaddis,https://images-na.ssl-images-amazon.com/images/I/51IavOSrqhL._SL160_.jpg,https://www.amazon.com/Recognitions-American-Literature-Dalkey-Archive/dp/1564786919?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1564786919
Pricksongs and Descants,Robert Coover,/assets/noimage-f03a9daebabba93a6afb5c3828c9b12f4f172d3ca3ff6010feab08b7f2226663.jpg,http://www.amazon.com/Pricksongs-Descants-Robert-Coover/dp/B000GRNTI2%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB000GRNTI2
The Book of Laughter and Forgetting ,Milan Kundera,https://images-na.ssl-images-amazon.com/images/I/41kH1-Rve6L._SL160_.jpg,https://www.amazon.com/Book-Laughter-Forgetting-Milan-Kundera/dp/0060932147?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0060932147
Play It As It Lays ,Joan Didion,https://images-na.ssl-images-amazon.com/images/I/41cOaCCUlWL._SL160_.jpg,https://www.amazon.com/Joan-Didion-Slouching-Towards-Bethlehem/dp/1598536451?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1598536451
Poems of Federico García Lorca,Federico García Lorca,http://ecx.images-amazon.com/images/I/41XHPTyCybL._SL160_.jpg,http://www.amazon.com/Selected-Poems-Federico-Garcia-Lorca/dp/0811216225%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0811216225
Noughts and Crosses,Malorie Blackman,https://images-na.ssl-images-amazon.com/images/I/41wz5K9PbeL._SL160_.jpg,http://www.amazon.com/Naughts-Crosses-Malorie-Blackman/dp/1416900160%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1416900160
Aesop's Fables,Aesop,http://ecx.images-amazon.com/images/I/611UAMSb6mL._SL160_.jpg,https://www.amazon.com/Classic-Treasury-Aesops-Fables/dp/0762428767?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0762428767
Outline,Rachel Cusk,https://images-na.ssl-images-amazon.com/images/I/41I03j2yIOL._SL160_.jpg,https://www.amazon.com/Outline-Novel-Trilogy-Rachel-Cusk/dp/1250081548?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1250081548
Little Disturbances,Grace Paley,https://images-na.ssl-images-amazon.com/images/I/41hwgPQDOiL._SL160_.jpg,https://www.amazon.com/Little-Disturbances-Contemporary-American-Fiction/dp/0140075577?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140075577
Howl and Other Poems,Allen Ginsberg,http://ecx.images-amazon.com/images/I/41E-9nHZFSL._SL160_.jpg,http://www.amazon.com/Howl-Other-Poems-Allen-Ginsberg/dp/1614275637%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1614275637
Daniel Deronda ,George Eliot,https://images-na.ssl-images-amazon.com/images/I/51YvYNujsBL._SL160_.jpg,https://www.amazon.com/Daniel-Deronda-George-Eliot/dp/0140434275?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140434275
Tartuffe,Molière,http://ecx.images-amazon.com/images/I/514fJyqC7fL._SL160_.jpg,http://www.amazon.com/Tartuffe-Petites-Classiques-Larousse-Edition/dp/2035859174%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D2035859174
"Charlie And The Chocolate Factory,",Roald Dahl,https://images-na.ssl-images-amazon.com/images/I/51W8IWdCSKL._SL160_.jpg,https://www.amazon.com/Charlie-Chocolate-Factory-Roald-Dahl/dp/0142410314?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0142410314
Jakob Von Gunten,Robert Walser,http://ecx.images-amazon.com/images/I/41bBwP%2BmxFL._SL160_.jpg,http://www.amazon.com/Jakob-Gunten-Review-Books-Classics/dp/0940322218%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0940322218
Long Day's Journey Into Night,Eugene O'Neill,http://ecx.images-amazon.com/images/I/41Yi5J%2B1umL._SL160_.jpg,http://www.amazon.com/Long-Days-Journey-into-Night/dp/0300093055%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0300093055
The Golden Bowl,Henry James,https://images-na.ssl-images-amazon.com/images/I/51la9%2BabsYL._SL160_.jpg,https://www.amazon.com/Golden-Bowl-Penguin-Classics/dp/0141441275?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0141441275
Lyrical Ballads,William Wordsworth,http://ecx.images-amazon.com/images/I/51QedmGL0yL._SL160_.jpg,http://www.amazon.com/Lyrical-Ballads-Penguin-Classics-Wordsworth/dp/0140424628%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140424628
Everything Is Illuminated,Jonathan Safran Foer,https://images-na.ssl-images-amazon.com/images/I/610n7TnzwgL._SL160_.jpg,https://www.amazon.com/Everything-Illuminated-Jonathan-Safran-Foer/dp/0141008253?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0141008253
The Burning Plain and Other Stories,Juan Rulfo,/assets/noimage-f03a9daebabba93a6afb5c3828c9b12f4f172d3ca3ff6010feab08b7f2226663.jpg,
La Regenta,Clarín,http://ecx.images-amazon.com/images/I/41t-YFYuoXL._SL160_.jpg,http://www.amazon.com/Regenta-Penguin-Classics-Leopoldo-Alas/dp/0140443460%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140443460
The Shipyard,Juan Carlos Onetti,http://ecx.images-amazon.com/images/I/516V%2BNZtNcL._SL160_.jpg,http://www.amazon.com/The-Shipyard-Juan-Carlos-Onetti/dp/1852424818%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1852424818
Three Trapped Tigers,Guillermo Cabrera Infante,http://ecx.images-amazon.com/images/I/511Yp-euWJL._SL160_.jpg,http://www.amazon.com/Trapped-Tigers-American-Literature-Series/dp/1564783790%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1564783790
Freedom: A Novel,Jonathan Franzen,http://ecx.images-amazon.com/images/I/51U2f9cRdbL._SL160_.jpg,http://www.amazon.com/Freedom-Novel-Oprahs-Book-Club/dp/B00969GFFU%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB00969GFFU
The Time of the Hero,Mario Vargas Llosa,http://ecx.images-amazon.com/images/I/51FCg%2Bp1RqL._SL160_.jpg,https://www.amazon.com/edici%C3%B3n-cincuentenario-Edici%C3%B3n-conmemorativa-Spanish/dp/1949061388?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1949061388
The Garden of the Finzi-Continis,Giorgio Bassani,http://ecx.images-amazon.com/images/I/51QsiH%2B8WPL._SL160_.jpg,http://www.amazon.com/The-Garden-Finzi-Continis-Giorgio-Bassani/dp/0156345706%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0156345706
Hawaii,James Albert Michener,http://ecx.images-amazon.com/images/I/516P53KDM8L._SL160_.jpg,http://www.amazon.com/The-Source-James-A-Michener/dp/0375760385%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0375760385
Snow,Orhan Pamuk,https://images-na.ssl-images-amazon.com/images/I/41Ys1awRXNL._SL160_.jpg,https://www.amazon.com/Snow-Orhan-Pamuk/dp/0375706860?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375706860
The Blue Flower,Penelope Fitzgerald,http://ecx.images-amazon.com/images/I/41GREJFmOKL._SL160_.jpg,https://www.amazon.com/Bookshop-Angels-Flower-Everymans-Library/dp/1400041260?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1400041260
A Wizard of Earthsea,Ursula K. Le Guin,https://images-na.ssl-images-amazon.com/images/I/51dMJ9SPLyL._SL160_.jpg,https://www.amazon.com/Wizard-Earthsea-Cycle/dp/0547773749?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0547773749
Paddy Clarke Ha Ha Ha,Roddy Doyle,https://images-na.ssl-images-amazon.com/images/I/41a74T15wHL._SL160_.jpg,https://www.amazon.com/Paddy-Clarke-Ha/dp/0140233903?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0140233903
Tales of the South Pacific,James A. Michener,/assets/noimage-f03a9daebabba93a6afb5c3828c9b12f4f172d3ca3ff6010feab08b7f2226663.jpg,http://www.amazon.com/Tales-South-Pacific-James-Michener/dp/0895776979%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0895776979
Snow Crash ,Neal Stephenson,http://ecx.images-amazon.com/images/I/5192EnTxNQL._SL160_.jpg,http://www.amazon.com/Snow-Crash-Neal-Stephenson/dp/0553380958%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0553380958
Adolphe,Benjamin Constant,http://ecx.images-amazon.com/images/I/51QCGl5AZPL._SL160_.jpg,http://www.amazon.com/Adolphe-Anecdote-Trouv%C3%A9e-Papiers-Inconnu/dp/B01BLNEC0I%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB01BLNEC0I
The Bridge of San Luis Rey,Thornton Wilder,http://ecx.images-amazon.com/images/I/41kXKQZTK1L._SL160_.jpg,http://www.amazon.com/The-Bridge-San-Luis-Rey/dp/0062421107%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0062421107
Utopia,Thomas More,http://ecx.images-amazon.com/images/I/614pCPykoML._SL160_.jpg,http://www.amazon.com/Utopia-Dover-Thrift-Editions-Thomas/dp/0486295834%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0486295834
History,Elsa Morante,http://ecx.images-amazon.com/images/I/51zK5VQ90VL._SL160_.jpg,http://www.amazon.com/History-A-Novel-Elsa-Morante/dp/1586420046%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1586420046
Tristan,Gottfried von Strassburg,http://ecx.images-amazon.com/images/I/61Ryh9qVAwL._SL160_.jpg,http://www.amazon.com/Tristan-Surviving-Fragments-Tristran-Classics/dp/0140440984%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0140440984
The Flamethrowers: A Novel,Rachel Kushner,https://images-na.ssl-images-amazon.com/images/I/51L8o0tITzL._SL160_.jpg,https://www.amazon.com/Flamethrowers-Rachel-Kushner/dp/1439142017?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=1439142017
Housekeeping,Marilynne Robinson,https://images-na.ssl-images-amazon.com/images/I/41E7kbIih6L._SL160_.jpg,https://www.amazon.com/Housekeeping-Novel-Marilynne-Robinson/dp/0312424094?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0312424094
Decline and Fall,Evelyn Waugh,http://ecx.images-amazon.com/images/I/51GH7rYkd%2BL._SL160_.jpg,https://www.amazon.com/Decline-Fall-Evelyn-Waugh/dp/B001RM7NZ0%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3DB001RM7NZ0
Mother's Milk,Edward St Aubyn,https://images-na.ssl-images-amazon.com/images/I/513njEkLKYL._SL160_.jpg,https://www.amazon.com/Mothers-Milk-Edward-St-Aubyn/dp/1890447404%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D1890447404
Bel Canto,Ann Patchett,https://images-na.ssl-images-amazon.com/images/I/51LOpWsGN5L._SL160_.jpg,https://www.amazon.com/Canto-Harper-Perennial-Modern-Classics/dp/0061565318?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0061565318
Anne of Green Gables,Lucy Maud Montgomery,http://ecx.images-amazon.com/images/I/51hSPnE-lOL._SL160_.jpg,http://www.amazon.com/Complete-Avonlea-Poplars-Rainbow-Ingleside/dp/0553609416%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0553609416
The Poems of Francois Villon,François Villon,http://ecx.images-amazon.com/images/I/51CV55TNC1L._SL160_.jpg,http://www.amazon.com/English-French-Edition-Francois-Villon/dp/0395257174%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0395257174
Interpreter of Maladies,Jhumpa Lahiri,https://images-na.ssl-images-amazon.com/images/I/41ffYO-4WQL._SL160_.jpg,https://www.amazon.com/Interpreter-Maladies-Jhumpa-Lahiri/dp/039592720X?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=039592720X
Collected Poems,Stéphane Mallarmé,http://ecx.images-amazon.com/images/I/51n885JAGQL._SL160_.jpg,http://www.amazon.com/Collected-Poems-Oxford-Worlds-Classics/dp/0199537925%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0199537925
Tales of the City,Armistead Maupin,https://images-na.ssl-images-amazon.com/images/I/61Q9rt8NQ8L._SL160_.jpg,https://www.amazon.com/28-Barbary-Lane-Tales-Omnibus/dp/0062499017?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0062499017
Twilight,Stephenie Meyer,https://images-na.ssl-images-amazon.com/images/I/41K99%2BcInvL._SL160_.jpg,https://www.amazon.com/Twilight-Saga-Book-1/dp/0316015849?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0316015849
Waiting,Ha Jin,https://images-na.ssl-images-amazon.com/images/I/41dA3ffZN6L._SL160_.jpg,https://www.amazon.com/Waiting-Novel-Ha-Jin/dp/0375706410?SubscriptionId=AKIAIOI3S2F7L5XAVOBA&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0375706410
The Complete Poetry and Selected Prose of John Donne,John Donne,http://ecx.images-amazon.com/images/I/51uJErPx-YL._SL160_.jpg,http://www.amazon.com/Complete-Poetry-Selected-Library-Classics/dp/0375757341%3FSubscriptionId%3D1RN7ZZ7D7SDQHR7TRJG2%26tag%3Dshanesherman-20%26linkCode%3Dxm2%26camp%3D2025%26creative%3D165953%26creativeASIN%3D0375757341
Murder on the Orient Express,Agatha Christie,https://images-na.ssl-images-amazon.com/images/I/51TU7QnbKlL._SL160_.jpg,https://www.amazon.com/Murder-Orient-Express-Hercule-Mysteries/dp/0062073494?SubscriptionId=1RN7ZZ7D7SDQHR7TRJG2&tag=shanesherman-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=0062073494
